,ZIPCODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,GROSS_SQUARE_FEET,AGE,TAX_CLASS,BUILDING_CLASS,SALE_PRICE
1 ,11228 ,1 ,0 ,1660 ,87 ,1 ,6 ,829000 
2 ,11214 ,1 ,0 ,972 ,67 ,1 ,6 ,790000 
3 ,11214 ,1 ,0 ,2520 ,87 ,1 ,6 ,788000 
4 ,11214 ,1 ,1 ,3240 ,92 ,1 ,163 ,1090000 
5 ,11214 ,1 ,0 ,1462 ,92 ,1 ,6 ,839000 
6 ,11214 ,1 ,0 ,2756 ,93 ,1 ,2 ,750000 
7 ,11214 ,1 ,0 ,2739 ,107 ,1 ,2 ,950000 
8 ,11228 ,1 ,0 ,1708 ,82 ,1 ,6 ,699000 
9 ,11228 ,1 ,0 ,1600 ,97 ,1 ,2 ,1050000 
10 ,11228 ,1 ,0 ,1296 ,82 ,1 ,6 ,738000 
11 ,11214 ,1 ,0 ,1156 ,66 ,1 ,6 ,680000 
12 ,11214 ,1 ,1 ,1178 ,92 ,1 ,163 ,638000 
13 ,11214 ,1 ,1 ,1530 ,112 ,1 ,163 ,880000 
14 ,11214 ,1 ,1 ,1530 ,112 ,1 ,163 ,829000 
15 ,11214 ,1 ,1 ,1530 ,112 ,1 ,163 ,880000 
16 ,11214 ,1 ,1 ,2201 ,97 ,1 ,163 ,950000 
17 ,11228 ,1 ,0 ,1496 ,67 ,1 ,2 ,930000 
18 ,11214 ,1 ,0 ,1188 ,77 ,1 ,6 ,848000 
19 ,11214 ,1 ,0 ,928 ,72 ,1 ,6 ,700000 
20 ,11214 ,1 ,0 ,928 ,77 ,1 ,6 ,748000 
21 ,11214 ,1 ,0 ,928 ,72 ,1 ,6 ,670000 
22 ,11214 ,1 ,0 ,1420 ,72 ,1 ,6 ,815000 
23 ,11214 ,1 ,0 ,1320 ,72 ,1 ,6 ,920000 
24 ,11228 ,2 ,0 ,2160 ,87 ,1 ,11 ,1150000 
25 ,11228 ,2 ,0 ,2160 ,87 ,1 ,11 ,452500 
26 ,11228 ,2 ,1 ,2496 ,86 ,1 ,164 ,100000 
27 ,11228 ,2 ,0 ,2160 ,87 ,1 ,11 ,999000 
28 ,11228 ,2 ,1 ,2496 ,86 ,1 ,164 ,1150000 
29 ,11228 ,2 ,0 ,1428 ,87 ,1 ,13 ,720000 
30 ,11228 ,2 ,0 ,1428 ,87 ,1 ,13 ,740000 
31 ,11228 ,2 ,0 ,1622 ,87 ,1 ,13 ,868600 
32 ,11228 ,2 ,0 ,1622 ,87 ,1 ,13 ,928000 
33 ,11228 ,2 ,0 ,2160 ,87 ,1 ,11 ,480000 
34 ,11214 ,2 ,0 ,1920 ,118 ,1 ,11 ,880000 
35 ,11214 ,2 ,0 ,3072 ,116 ,1 ,11 ,800000 
36 ,11214 ,2 ,0 ,1992 ,118 ,1 ,13 ,1350000 
37 ,11214 ,2 ,0 ,2244 ,107 ,1 ,12 ,714750 
38 ,11214 ,2 ,0 ,2868 ,102 ,1 ,12 ,1900000 
39 ,11214 ,2 ,1 ,3840 ,92 ,1 ,164 ,25000 
40 ,11214 ,2 ,0 ,1584 ,87 ,1 ,12 ,842088 
41 ,11214 ,2 ,0 ,2520 ,87 ,1 ,12 ,610000 
42 ,11214 ,2 ,0 ,3162 ,97 ,1 ,11 ,1030000 
43 ,11214 ,2 ,0 ,2560 ,107 ,1 ,11 ,700000 
44 ,11228 ,2 ,0 ,1764 ,97 ,1 ,13 ,1300000 
45 ,11228 ,2 ,0 ,2660 ,92 ,1 ,13 ,1400000 
46 ,11228 ,2 ,0 ,2018 ,62 ,1 ,14 ,988000 
47 ,11228 ,2 ,0 ,2268 ,87 ,1 ,11 ,1080000 
48 ,11214 ,2 ,0 ,1587 ,97 ,1 ,13 ,915000 
49 ,11214 ,2 ,0 ,2108 ,92 ,1 ,12 ,893000 
50 ,11214 ,2 ,0 ,3100 ,52 ,1 ,14 ,1450000 
51 ,11214 ,2 ,0 ,2365 ,52 ,1 ,14 ,995000 
52 ,11214 ,2 ,0 ,850 ,107 ,1 ,13 ,680000 
53 ,11214 ,2 ,0 ,2088 ,97 ,1 ,11 ,900000 
54 ,11214 ,2 ,0 ,2080 ,92 ,1 ,13 ,1120000 
55 ,11214 ,2 ,0 ,2464 ,107 ,1 ,13 ,1150000 
56 ,11228 ,2 ,0 ,1802 ,82 ,1 ,14 ,938000 
57 ,11228 ,2 ,0 ,1812 ,82 ,1 ,11 ,975000 
58 ,11228 ,2 ,0 ,2048 ,82 ,1 ,12 ,999000 
59 ,11228 ,2 ,0 ,2267 ,82 ,1 ,14 ,1090000 
60 ,11228 ,2 ,0 ,2354 ,72 ,1 ,13 ,1100000 
61 ,11228 ,2 ,0 ,2200 ,82 ,1 ,11 ,1170000 
62 ,11214 ,2 ,0 ,2614 ,52 ,1 ,14 ,1300000 
63 ,11214 ,2 ,1 ,4824 ,107 ,1 ,164 ,1000000 
64 ,11214 ,2 ,0 ,1762 ,57 ,1 ,11 ,1135000 
65 ,11214 ,2 ,0 ,1470 ,97 ,1 ,13 ,340000 
66 ,11214 ,2 ,0 ,1740 ,87 ,1 ,13 ,550000 
67 ,11214 ,2 ,0 ,1740 ,87 ,1 ,13 ,499950 
68 ,11214 ,2 ,0 ,1464 ,87 ,1 ,13 ,820000 
69 ,11214 ,2 ,0 ,1464 ,87 ,1 ,13 ,293700 
70 ,11214 ,2 ,1 ,3200 ,97 ,1 ,164 ,1460000 
71 ,11228 ,2 ,0 ,1550 ,92 ,1 ,14 ,830000 
72 ,11228 ,2 ,0 ,2128 ,67 ,1 ,11 ,930000 
73 ,11228 ,2 ,0 ,1928 ,67 ,1 ,11 ,940000 
74 ,11214 ,2 ,0 ,1914 ,62 ,1 ,14 ,949000 
75 ,11214 ,2 ,0 ,928 ,72 ,1 ,13 ,676000 
76 ,11214 ,2 ,0 ,1320 ,67 ,1 ,11 ,845000 
77 ,11214 ,2 ,0 ,1584 ,77 ,1 ,13 ,788000 
78 ,11214 ,2 ,0 ,1610 ,77 ,1 ,13 ,885000 
79 ,11214 ,2 ,0 ,1652 ,77 ,1 ,14 ,920000 
80 ,11214 ,2 ,0 ,1652 ,77 ,1 ,14 ,863000 
81 ,11214 ,2 ,0 ,1993 ,72 ,1 ,14 ,165000 
82 ,11214 ,2 ,0 ,1584 ,72 ,1 ,11 ,780000 
83 ,11228 ,2 ,0 ,2070 ,67 ,1 ,14 ,960000 
84 ,11214 ,3 ,0 ,4096 ,87 ,1 ,15 ,1900000 
85 ,11214 ,3 ,0 ,3120 ,8 ,1 ,15 ,1830000 
86 ,11214 ,3 ,0 ,3180 ,87 ,1 ,15 ,1610000 
87 ,11214 ,3 ,0 ,3248 ,87 ,1 ,15 ,1600000 
88 ,11214 ,3 ,0 ,3643 ,87 ,1 ,15 ,1400000 
89 ,11214 ,3 ,0 ,3692 ,97 ,1 ,15 ,1235000 
90 ,11214 ,3 ,0 ,3621 ,3 ,1 ,15 ,1616981 
91 ,11214 ,3 ,0 ,3621 ,3 ,1 ,15 ,1596616 
92 ,11228 ,3 ,0 ,2970 ,87 ,1 ,15 ,915000 
93 ,11228 ,3 ,0 ,2160 ,77 ,1 ,15 ,985000 
94 ,11228 ,3 ,0 ,2160 ,77 ,1 ,15 ,473000 
95 ,11228 ,3 ,0 ,2400 ,87 ,1 ,15 ,1150000 
96 ,11214 ,3 ,0 ,2592 ,112 ,1 ,15 ,1200000 
97 ,11214 ,3 ,0 ,3496 ,42 ,1 ,15 ,1578000 
98 ,11214 ,3 ,0 ,3900 ,9 ,1 ,15 ,1210950 
99 ,11214 ,3 ,0 ,3013 ,92 ,1 ,15 ,1089000 
100 ,11214 ,3 ,0 ,2510 ,67 ,1 ,15 ,1150000 
101 ,11214 ,3 ,0 ,3336 ,112 ,1 ,15 ,1100000 
102 ,11214 ,3 ,0 ,3085 ,42 ,1 ,15 ,1490000 
103 ,11214 ,3 ,0 ,3144 ,77 ,1 ,15 ,1730000 
104 ,11214 ,3 ,0 ,3261 ,72 ,1 ,15 ,1380000 
105 ,11214 ,6 ,0 ,3600 ,108 ,2 ,17 ,320000 
106 ,11214 ,6 ,0 ,3600 ,108 ,2 ,17 ,250000 
107 ,11214 ,8 ,2 ,14884 ,18 ,2 ,22 ,3850000 
108 ,11214 ,8 ,0 ,8370 ,112 ,2 ,16 ,1500000 
109 ,11214 ,80 ,1 ,66400 ,55 ,2 ,27 ,17100000 
110 ,11214 ,5 ,1 ,6237 ,95 ,2 ,167 ,2350000 
111 ,11214 ,0 ,4 ,4767 ,69 ,4 ,90 ,10000000 
112 ,11214 ,1 ,1 ,2853 ,107 ,4 ,93 ,990000 
113 ,11220 ,1 ,0 ,1372 ,92 ,1 ,2 ,960000 
114 ,11220 ,1 ,0 ,1488 ,92 ,1 ,2 ,1050000 
115 ,11220 ,1 ,0 ,2144 ,112 ,1 ,6 ,1030000 
116 ,11220 ,1 ,0 ,1254 ,92 ,1 ,6 ,1011000 
117 ,11220 ,1 ,0 ,1254 ,92 ,1 ,6 ,1100000 
118 ,11220 ,1 ,0 ,1567 ,92 ,1 ,6 ,810000 
119 ,11220 ,1 ,0 ,1540 ,112 ,1 ,6 ,720000 
120 ,11209 ,1 ,1 ,1760 ,86 ,1 ,163 ,750000 
121 ,11220 ,1 ,0 ,992 ,97 ,1 ,10 ,819000 
122 ,11209 ,1 ,0 ,1224 ,92 ,1 ,6 ,842000 
123 ,11209 ,1 ,0 ,1142 ,82 ,1 ,6 ,650000 
124 ,11209 ,1 ,0 ,1938 ,92 ,1 ,6 ,950000 
125 ,11209 ,1 ,0 ,1244 ,118 ,1 ,2 ,1600000 
126 ,11209 ,1 ,0 ,938 ,87 ,1 ,6 ,753000 
127 ,11209 ,1 ,0 ,1728 ,87 ,1 ,6 ,417000 
128 ,11209 ,1 ,0 ,1728 ,87 ,1 ,6 ,850000 
129 ,11209 ,1 ,0 ,2855 ,107 ,1 ,4 ,2300000 
130 ,11209 ,1 ,1 ,3350 ,97 ,1 ,163 ,1775000 
131 ,11209 ,1 ,0 ,1464 ,97 ,1 ,6 ,234000 
132 ,11209 ,1 ,0 ,1596 ,97 ,1 ,6 ,795000 
133 ,11209 ,1 ,0 ,1680 ,107 ,1 ,5 ,920000 
134 ,11209 ,1 ,0 ,2424 ,107 ,1 ,6 ,955000 
135 ,11209 ,1 ,0 ,2200 ,97 ,1 ,2 ,1410000 
136 ,11209 ,1 ,0 ,1472 ,92 ,1 ,2 ,1250000 
137 ,11209 ,1 ,0 ,1478 ,92 ,1 ,10 ,1260000 
138 ,11209 ,1 ,1 ,2112 ,67 ,1 ,163 ,1150000 
139 ,11209 ,1 ,0 ,1480 ,97 ,1 ,6 ,884000 
140 ,11209 ,1 ,0 ,1368 ,118 ,1 ,6 ,875000 
141 ,11209 ,1 ,0 ,1216 ,102 ,1 ,6 ,740000 
142 ,11209 ,1 ,0 ,1512 ,92 ,1 ,2 ,1200000 
143 ,11209 ,1 ,0 ,2243 ,97 ,1 ,2 ,1375000 
144 ,11209 ,1 ,0 ,1816 ,97 ,1 ,2 ,1200000 
145 ,11209 ,1 ,0 ,1632 ,92 ,1 ,6 ,911333 
146 ,11209 ,1 ,0 ,1504 ,87 ,1 ,2 ,947000 
147 ,11209 ,1 ,0 ,1504 ,87 ,1 ,2 ,775000 
148 ,11209 ,1 ,0 ,3180 ,87 ,1 ,2 ,1685000 
149 ,11209 ,1 ,0 ,1882 ,92 ,1 ,2 ,1963000 
150 ,11209 ,1 ,0 ,1476 ,97 ,1 ,4 ,2930000 
151 ,11209 ,1 ,0 ,3223 ,87 ,1 ,4 ,1112000 
152 ,11209 ,1 ,0 ,3223 ,87 ,1 ,4 ,1112000 
153 ,11209 ,1 ,0 ,1800 ,92 ,1 ,2 ,1150000 
154 ,11209 ,1 ,0 ,2617 ,92 ,1 ,2 ,1450000 
155 ,11209 ,1 ,0 ,1197 ,92 ,1 ,6 ,762000 
156 ,11209 ,1 ,0 ,2010 ,107 ,1 ,6 ,770000 
157 ,11209 ,1 ,0 ,2082 ,97 ,1 ,2 ,1733000 
158 ,11209 ,1 ,0 ,1540 ,92 ,1 ,2 ,1150000 
159 ,11209 ,1 ,0 ,1540 ,92 ,1 ,10 ,870000 
160 ,11209 ,1 ,0 ,1328 ,107 ,1 ,6 ,980000 
161 ,11209 ,1 ,0 ,1328 ,107 ,1 ,6 ,700000 
162 ,11209 ,1 ,0 ,1280 ,107 ,1 ,6 ,1140000 
163 ,11209 ,1 ,2 ,3654 ,86 ,1 ,162 ,1100000 
164 ,11209 ,1 ,0 ,1888 ,82 ,1 ,6 ,1175000 
165 ,11209 ,1 ,0 ,2401 ,87 ,1 ,2 ,1325000 
166 ,11209 ,1 ,0 ,4288 ,87 ,1 ,5 ,2500000 
167 ,11209 ,1 ,0 ,2160 ,107 ,1 ,4 ,2175000 
168 ,11209 ,1 ,0 ,2100 ,97 ,1 ,2 ,1625000 
169 ,11209 ,1 ,0 ,1626 ,97 ,1 ,6 ,997000 
170 ,11209 ,1 ,0 ,1848 ,107 ,1 ,2 ,1600000 
171 ,11209 ,1 ,1 ,2736 ,97 ,1 ,163 ,1080000 
172 ,11209 ,1 ,0 ,2193 ,97 ,1 ,6 ,1400000 
173 ,11209 ,1 ,0 ,1608 ,112 ,1 ,2 ,1770000 
174 ,11209 ,1 ,0 ,2290 ,92 ,1 ,2 ,1415000 
175 ,11209 ,1 ,0 ,1564 ,92 ,1 ,2 ,1020000 
176 ,11209 ,1 ,0 ,1472 ,92 ,1 ,2 ,960000 
177 ,11209 ,1 ,0 ,1490 ,97 ,1 ,10 ,950000 
178 ,11209 ,1 ,0 ,1440 ,77 ,1 ,6 ,600000 
179 ,11228 ,1 ,0 ,1102 ,92 ,1 ,6 ,655000 
180 ,11228 ,1 ,0 ,1102 ,92 ,1 ,6 ,700000 
181 ,11209 ,1 ,0 ,1312 ,92 ,1 ,6 ,1150000 
182 ,11209 ,1 ,0 ,1328 ,97 ,1 ,6 ,950000 
183 ,11209 ,1 ,0 ,1344 ,92 ,1 ,10 ,995000 
184 ,11209 ,1 ,0 ,1160 ,77 ,1 ,6 ,735000 
185 ,11228 ,1 ,0 ,920 ,92 ,1 ,6 ,818000 
186 ,11209 ,1 ,0 ,1408 ,92 ,1 ,2 ,1150000 
187 ,11209 ,1 ,0 ,1408 ,92 ,1 ,2 ,1100000 
188 ,11209 ,1 ,0 ,2435 ,118 ,1 ,2 ,1550000 
189 ,11209 ,1 ,1 ,2240 ,102 ,1 ,163 ,770000 
190 ,11228 ,1 ,0 ,2002 ,82 ,1 ,6 ,747500 
191 ,11228 ,1 ,0 ,1344 ,97 ,1 ,6 ,839000 
192 ,11209 ,1 ,0 ,1472 ,92 ,1 ,2 ,630000 
193 ,11209 ,1 ,0 ,1448 ,92 ,1 ,2 ,1050000 
194 ,11209 ,1 ,0 ,2080 ,92 ,1 ,2 ,950000 
195 ,11209 ,1 ,0 ,1632 ,92 ,1 ,6 ,1100000 
196 ,11209 ,1 ,0 ,1564 ,92 ,1 ,2 ,900000 
197 ,11209 ,1 ,0 ,910 ,92 ,1 ,6 ,324813 
198 ,11209 ,1 ,0 ,3090 ,92 ,1 ,4 ,1600000 
199 ,11209 ,1 ,0 ,1280 ,92 ,1 ,6 ,960000 
200 ,11209 ,1 ,0 ,1280 ,92 ,1 ,6 ,980000 
201 ,11209 ,1 ,0 ,1615 ,31 ,1 ,6 ,950000 
202 ,11209 ,1 ,0 ,2008 ,42 ,1 ,2 ,1185000 
203 ,11209 ,1 ,0 ,1256 ,92 ,1 ,2 ,910000 
204 ,11209 ,1 ,0 ,1410 ,92 ,1 ,10 ,820000 
205 ,11209 ,1 ,0 ,1600 ,67 ,1 ,6 ,809000 
206 ,11209 ,1 ,0 ,1624 ,82 ,1 ,3 ,399000 
207 ,11209 ,1 ,0 ,1782 ,77 ,1 ,6 ,917000 
208 ,11209 ,1 ,0 ,1584 ,62 ,1 ,6 ,840000 
209 ,11209 ,1 ,0 ,2072 ,92 ,1 ,6 ,950000 
210 ,11228 ,1 ,0 ,2268 ,87 ,1 ,6 ,875000 
211 ,11209 ,1 ,0 ,1312 ,82 ,1 ,6 ,630000 
212 ,11219 ,2 ,1 ,3300 ,92 ,1 ,164 ,1350000 
213 ,11220 ,2 ,0 ,3264 ,118 ,1 ,14 ,999500 
214 ,11220 ,2 ,0 ,3264 ,118 ,1 ,14 ,975000 
215 ,11220 ,2 ,0 ,2130 ,97 ,1 ,11 ,1300000 
216 ,11220 ,2 ,0 ,2130 ,97 ,1 ,11 ,1238000 
217 ,11220 ,2 ,0 ,2130 ,97 ,1 ,11 ,1268000 
218 ,11220 ,2 ,0 ,4320 ,16 ,1 ,11 ,1145000 
219 ,11220 ,2 ,0 ,2544 ,118 ,1 ,12 ,1200000 
220 ,11220 ,2 ,0 ,3644 ,116 ,1 ,11 ,1450000 
221 ,11220 ,2 ,0 ,1636 ,116 ,1 ,13 ,600000 
222 ,11220 ,2 ,0 ,2372 ,97 ,1 ,11 ,1275000 
223 ,11220 ,2 ,0 ,1778 ,67 ,1 ,11 ,1085000 
224 ,11220 ,2 ,0 ,1188 ,92 ,1 ,13 ,570000 
225 ,11220 ,2 ,0 ,1312 ,102 ,1 ,13 ,775000 
226 ,11220 ,2 ,1 ,2125 ,107 ,1 ,164 ,1320000 
227 ,11220 ,2 ,0 ,2582 ,97 ,1 ,12 ,533360 
228 ,11220 ,2 ,0 ,1432 ,97 ,1 ,11 ,325000 
229 ,11220 ,2 ,0 ,2508 ,97 ,1 ,11 ,250000 
230 ,11220 ,2 ,0 ,2144 ,112 ,1 ,11 ,1138000 
231 ,11220 ,2 ,1 ,3654 ,86 ,1 ,164 ,350000 
232 ,11220 ,2 ,1 ,3960 ,89 ,1 ,164 ,1550000 
233 ,11209 ,2 ,0 ,2192 ,92 ,1 ,11 ,900000 
234 ,11209 ,2 ,0 ,2202 ,92 ,1 ,11 ,1200000 
235 ,11209 ,2 ,0 ,2634 ,118 ,1 ,13 ,1025000 
236 ,11209 ,2 ,1 ,3623 ,82 ,1 ,164 ,1130000 
237 ,11209 ,2 ,1 ,3255 ,82 ,1 ,164 ,1090000 
238 ,11220 ,2 ,0 ,2280 ,92 ,1 ,12 ,1250000 
239 ,11228 ,2 ,0 ,2200 ,92 ,1 ,12 ,980000 
240 ,11228 ,2 ,0 ,2320 ,92 ,1 ,12 ,1700000 
241 ,11228 ,2 ,0 ,2400 ,92 ,1 ,12 ,1350000 
242 ,11209 ,2 ,0 ,2368 ,92 ,1 ,13 ,1600000 
243 ,11209 ,2 ,0 ,2507 ,92 ,1 ,13 ,870000 
244 ,11209 ,2 ,0 ,2280 ,92 ,1 ,11 ,955000 
245 ,11209 ,2 ,0 ,2060 ,92 ,1 ,11 ,1065000 
246 ,11209 ,2 ,0 ,2280 ,92 ,1 ,11 ,1479000 
247 ,11209 ,2 ,1 ,3900 ,103 ,1 ,164 ,2100000 
248 ,11209 ,2 ,0 ,1714 ,118 ,1 ,13 ,1171200 
249 ,11209 ,2 ,0 ,2970 ,107 ,1 ,11 ,1250000 
250 ,11228 ,2 ,0 ,1810 ,112 ,1 ,13 ,998000 
251 ,11228 ,2 ,1 ,2160 ,87 ,1 ,164 ,750000 
252 ,11228 ,2 ,0 ,3138 ,107 ,1 ,11 ,1150000 
253 ,11228 ,2 ,0 ,3138 ,107 ,1 ,11 ,1260000 
254 ,11209 ,2 ,0 ,3553 ,92 ,1 ,11 ,1362000 
255 ,11209 ,2 ,0 ,3085 ,92 ,1 ,11 ,1175000 
256 ,11209 ,2 ,0 ,1782 ,92 ,1 ,13 ,790000 
257 ,11209 ,2 ,1 ,3300 ,85 ,1 ,164 ,1400000 
258 ,11209 ,2 ,0 ,2710 ,92 ,1 ,11 ,1460000 
259 ,11209 ,2 ,0 ,2730 ,116 ,1 ,11 ,1335000 
260 ,11209 ,2 ,0 ,2100 ,116 ,1 ,11 ,995000 
261 ,11209 ,2 ,0 ,3000 ,116 ,1 ,11 ,1480000 
262 ,11209 ,2 ,0 ,2380 ,107 ,1 ,11 ,1385000 
263 ,11209 ,2 ,0 ,2630 ,107 ,1 ,11 ,1405000 
264 ,11209 ,2 ,0 ,2176 ,116 ,1 ,11 ,1100000 
265 ,11209 ,2 ,0 ,1378 ,97 ,1 ,11 ,880000 
266 ,11228 ,2 ,0 ,2220 ,92 ,1 ,12 ,900000 
267 ,11209 ,2 ,0 ,2200 ,112 ,1 ,11 ,1100000 
268 ,11209 ,2 ,0 ,1900 ,102 ,1 ,11 ,980000 
269 ,11209 ,2 ,0 ,3360 ,116 ,1 ,11 ,1275000 
270 ,11209 ,2 ,0 ,3360 ,116 ,1 ,11 ,283333 
271 ,11209 ,2 ,0 ,2592 ,107 ,1 ,12 ,1100000 
272 ,11209 ,2 ,0 ,2548 ,92 ,1 ,13 ,1378000 
273 ,11209 ,2 ,0 ,2870 ,112 ,1 ,12 ,1830000 
274 ,11209 ,2 ,1 ,3036 ,88 ,1 ,164 ,516667 
275 ,11209 ,2 ,0 ,1897 ,112 ,1 ,13 ,942500 
276 ,11209 ,2 ,1 ,3300 ,86 ,1 ,164 ,1450000 
277 ,11209 ,2 ,0 ,2424 ,107 ,1 ,11 ,1112500 
278 ,11209 ,2 ,1 ,2970 ,86 ,1 ,164 ,990000 
279 ,11209 ,2 ,0 ,3072 ,107 ,1 ,11 ,950000 
280 ,11209 ,2 ,0 ,3072 ,107 ,1 ,11 ,875000 
281 ,11209 ,2 ,0 ,2668 ,97 ,1 ,11 ,1310000 
282 ,11209 ,2 ,0 ,3210 ,97 ,1 ,11 ,1195000 
283 ,11209 ,2 ,0 ,2340 ,92 ,1 ,11 ,1210000 
284 ,11209 ,2 ,0 ,2600 ,92 ,1 ,12 ,1325500 
285 ,11209 ,2 ,0 ,2388 ,107 ,1 ,11 ,1200000 
286 ,11209 ,2 ,0 ,2388 ,107 ,1 ,11 ,1010000 
287 ,11209 ,2 ,0 ,2010 ,107 ,1 ,13 ,999000 
288 ,11209 ,2 ,0 ,2034 ,97 ,1 ,11 ,990000 
289 ,11209 ,2 ,1 ,2560 ,86 ,1 ,164 ,1350000 
290 ,11209 ,2 ,0 ,3866 ,102 ,1 ,11 ,999000 
291 ,11209 ,2 ,0 ,2280 ,107 ,1 ,11 ,1300000 
292 ,11209 ,2 ,0 ,2320 ,97 ,1 ,11 ,1250000 
293 ,11228 ,2 ,0 ,3150 ,77 ,1 ,11 ,1020000 
294 ,11209 ,2 ,0 ,2550 ,97 ,1 ,11 ,1330000 
295 ,11209 ,2 ,0 ,2600 ,92 ,1 ,11 ,1250000 
296 ,11209 ,2 ,0 ,2170 ,107 ,1 ,11 ,1085000 
297 ,11209 ,2 ,0 ,2088 ,92 ,1 ,12 ,1200000 
298 ,11209 ,2 ,0 ,2402 ,92 ,1 ,13 ,1325000 
299 ,11209 ,2 ,0 ,2160 ,92 ,1 ,11 ,880000 
300 ,11209 ,2 ,0 ,2160 ,92 ,1 ,11 ,998000 
301 ,11209 ,2 ,0 ,2950 ,92 ,1 ,11 ,980000 
302 ,11209 ,2 ,0 ,2065 ,92 ,1 ,12 ,1300000 
303 ,11209 ,2 ,1 ,4200 ,94 ,1 ,164 ,2150000 
304 ,11209 ,2 ,0 ,1856 ,92 ,1 ,11 ,970000 
305 ,11209 ,2 ,0 ,2240 ,97 ,1 ,12 ,1370000 
306 ,11209 ,2 ,0 ,2240 ,97 ,1 ,12 ,1435500 
307 ,11228 ,2 ,0 ,2080 ,97 ,1 ,12 ,1070000 
308 ,11209 ,2 ,0 ,2136 ,92 ,1 ,12 ,725000 
309 ,11209 ,2 ,0 ,3300 ,92 ,1 ,11 ,1297500 
310 ,11209 ,2 ,0 ,2048 ,92 ,1 ,12 ,1050000 
311 ,11209 ,2 ,0 ,2480 ,97 ,1 ,11 ,1200000 
312 ,11209 ,2 ,0 ,2001 ,77 ,1 ,14 ,970000 
313 ,11228 ,2 ,0 ,1344 ,97 ,1 ,13 ,850000 
314 ,11209 ,2 ,0 ,2200 ,92 ,1 ,11 ,1200000 
315 ,11209 ,2 ,1 ,3700 ,98 ,1 ,164 ,1600000 
316 ,11209 ,2 ,0 ,1928 ,102 ,1 ,11 ,1099000 
317 ,11209 ,2 ,0 ,1928 ,102 ,1 ,11 ,1100000 
318 ,11209 ,2 ,0 ,1870 ,102 ,1 ,12 ,874000 
319 ,11209 ,2 ,0 ,2124 ,102 ,1 ,11 ,1075000 
320 ,11209 ,2 ,0 ,2684 ,92 ,1 ,13 ,1280000 
321 ,11209 ,2 ,0 ,2264 ,102 ,1 ,13 ,1510000 
322 ,11209 ,2 ,0 ,2080 ,92 ,1 ,12 ,981000 
323 ,11209 ,2 ,0 ,2396 ,92 ,1 ,11 ,990000 
324 ,11228 ,2 ,0 ,2904 ,77 ,1 ,13 ,880000 
325 ,11209 ,2 ,0 ,1691 ,87 ,1 ,13 ,795000 
326 ,11209 ,2 ,0 ,3327 ,52 ,1 ,11 ,890000 
327 ,11209 ,2 ,0 ,2072 ,92 ,1 ,13 ,985000 
328 ,11209 ,2 ,0 ,3327 ,52 ,1 ,11 ,1175000 
329 ,11220 ,3 ,0 ,3042 ,107 ,1 ,15 ,990000 
330 ,11209 ,3 ,0 ,3000 ,116 ,1 ,15 ,1395000 
331 ,11209 ,3 ,0 ,3300 ,102 ,1 ,15 ,1110000 
332 ,11209 ,3 ,0 ,3560 ,118 ,1 ,15 ,2000000 
333 ,11209 ,3 ,0 ,3396 ,107 ,1 ,15 ,1437500 
334 ,11209 ,3 ,0 ,2752 ,92 ,1 ,15 ,1560000 
335 ,11209 ,3 ,0 ,2868 ,97 ,1 ,15 ,1300000 
336 ,11228 ,3 ,0 ,2992 ,87 ,1 ,15 ,988000 
337 ,11209 ,3 ,0 ,3040 ,62 ,1 ,15 ,1250000 
338 ,11209 ,3 ,0 ,2860 ,67 ,1 ,15 ,1360000 
339 ,11209 ,3 ,0 ,3522 ,92 ,1 ,15 ,1200000 
340 ,11220 ,18 ,0 ,12160 ,110 ,2 ,16 ,3410000 
341 ,11220 ,6 ,0 ,4440 ,111 ,2 ,17 ,1148000 
342 ,11220 ,6 ,0 ,4440 ,111 ,2 ,17 ,1200000 
343 ,11220 ,20 ,0 ,12001 ,104 ,2 ,16 ,5300000 
344 ,11220 ,4 ,0 ,2720 ,93 ,2 ,18 ,990000 
345 ,11220 ,6 ,0 ,4920 ,86 ,2 ,17 ,1625000 
346 ,11220 ,6 ,0 ,4920 ,86 ,2 ,17 ,100000 
347 ,11220 ,8 ,2 ,7505 ,105 ,2 ,22 ,1730000 
348 ,11220 ,6 ,0 ,5100 ,89 ,2 ,17 ,800000 
349 ,11220 ,6 ,0 ,4440 ,86 ,2 ,17 ,1350000 
350 ,11209 ,7 ,1 ,7200 ,86 ,2 ,22 ,2600000 
351 ,11209 ,6 ,0 ,6225 ,86 ,2 ,17 ,3385000 
352 ,11209 ,23 ,0 ,17280 ,93 ,2 ,16 ,4600000 
353 ,11209 ,10 ,0 ,7740 ,86 ,2 ,16 ,1845000 
354 ,11209 ,6 ,0 ,5475 ,93 ,2 ,17 ,1285000 
355 ,11209 ,6 ,0 ,5475 ,95 ,2 ,17 ,1400000 
356 ,11209 ,6 ,0 ,5160 ,94 ,2 ,17 ,400000 
357 ,11209 ,6 ,0 ,6450 ,89 ,2 ,17 ,1000000 
358 ,11209 ,6 ,0 ,4800 ,94 ,2 ,17 ,1300000 
359 ,11209 ,6 ,0 ,5100 ,90 ,2 ,17 ,1200000 
360 ,11228 ,9 ,1 ,13090 ,23 ,2 ,22 ,2600000 
361 ,11209 ,4 ,0 ,3000 ,92 ,2 ,18 ,1355500 
