,ZIPCODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,GROSS_SQUARE_FEET,AGE,TAX_CLASS,BUILDING_CLASS,SALE_PRICE
1639 ,11219 ,2 ,0 ,2680 ,77 ,1 ,11 ,825000 
1640 ,11219 ,2 ,0 ,1804 ,107 ,1 ,11 ,998500 
1641 ,11219 ,2 ,0 ,2080 ,92 ,1 ,11 ,1370000 
1642 ,11219 ,2 ,0 ,2120 ,97 ,1 ,11 ,1200000 
1643 ,11204 ,2 ,0 ,1760 ,87 ,1 ,11 ,1130000 
1644 ,11204 ,2 ,0 ,1760 ,87 ,1 ,11 ,999000 
1645 ,11204 ,2 ,0 ,3206 ,67 ,1 ,11 ,1220000 
1646 ,11204 ,2 ,0 ,3828 ,77 ,1 ,11 ,850000 
1647 ,11204 ,2 ,0 ,2016 ,92 ,1 ,12 ,850000 
1648 ,11204 ,2 ,0 ,2560 ,92 ,1 ,12 ,1275000 
1649 ,11204 ,2 ,0 ,2560 ,92 ,1 ,12 ,990000 
1650 ,11204 ,2 ,0 ,3000 ,97 ,1 ,11 ,1180000 
1651 ,11204 ,2 ,0 ,3580 ,97 ,1 ,11 ,990000 
1652 ,11204 ,2 ,0 ,1720 ,87 ,1 ,11 ,995000 
1653 ,11204 ,2 ,0 ,2070 ,67 ,1 ,11 ,995000 
1654 ,11218 ,3 ,0 ,4200 ,86 ,1 ,15 ,1600000 
1655 ,11204 ,3 ,0 ,2580 ,87 ,1 ,15 ,1600000 
1656 ,11204 ,3 ,0 ,2580 ,87 ,1 ,15 ,395000 
1657 ,11204 ,3 ,0 ,2260 ,92 ,1 ,15 ,1900000 
1658 ,11218 ,3 ,0 ,1848 ,97 ,1 ,15 ,999999 
1659 ,11204 ,3 ,0 ,4352 ,47 ,1 ,15 ,1700000 
1660 ,11219 ,3 ,0 ,4636 ,47 ,1 ,15 ,2400000 
1661 ,11204 ,3 ,0 ,3480 ,47 ,1 ,15 ,1700000 
1662 ,11219 ,3 ,0 ,4636 ,42 ,1 ,15 ,2350000 
1663 ,11219 ,3 ,0 ,3355 ,97 ,1 ,15 ,1800000 
1664 ,11204 ,3 ,0 ,3280 ,72 ,1 ,15 ,1325000 
1665 ,11219 ,3 ,0 ,3720 ,47 ,1 ,15 ,1750000 
1666 ,11219 ,3 ,0 ,3720 ,47 ,1 ,15 ,200000 
1667 ,11219 ,3 ,0 ,4836 ,37 ,1 ,15 ,2100000 
1668 ,11204 ,3 ,0 ,4221 ,52 ,1 ,15 ,1650000 
1669 ,11219 ,3 ,0 ,2048 ,112 ,1 ,15 ,1375000 
1670 ,11204 ,3 ,0 ,2160 ,87 ,1 ,15 ,900000 
1671 ,11204 ,3 ,0 ,3300 ,47 ,1 ,15 ,850000 
1672 ,11204 ,3 ,0 ,2520 ,92 ,1 ,15 ,171875 
1673 ,11204 ,3 ,0 ,2440 ,87 ,1 ,15 ,1400000 
1674 ,11204 ,3 ,0 ,2280 ,107 ,1 ,15 ,930000 
1675 ,11219 ,3 ,0 ,3000 ,107 ,1 ,15 ,465000 
1676 ,11219 ,3 ,0 ,2190 ,107 ,1 ,15 ,980000 
1677 ,11218 ,3 ,0 ,2280 ,97 ,1 ,15 ,1250000 
1678 ,11218 ,3 ,0 ,2280 ,97 ,1 ,15 ,850000 
1679 ,11219 ,3 ,0 ,2034 ,116 ,1 ,15 ,850000 
1680 ,11218 ,3 ,0 ,2352 ,116 ,1 ,15 ,995000 
1681 ,11218 ,3 ,0 ,2286 ,116 ,1 ,15 ,1610000 
1682 ,11218 ,3 ,0 ,2238 ,116 ,1 ,15 ,990000 
1683 ,11218 ,3 ,0 ,2359 ,116 ,1 ,15 ,636406 
1684 ,11218 ,3 ,0 ,2472 ,116 ,1 ,15 ,995000 
1685 ,11219 ,3 ,0 ,2560 ,87 ,1 ,15 ,950000 
1686 ,11219 ,3 ,0 ,3840 ,92 ,1 ,15 ,1300000 
1687 ,11219 ,3 ,0 ,3170 ,112 ,1 ,15 ,2000000 
1688 ,11219 ,3 ,0 ,3180 ,107 ,1 ,15 ,2200000 
1689 ,11219 ,3 ,0 ,3780 ,47 ,1 ,15 ,975000 
1690 ,11219 ,3 ,0 ,5520 ,47 ,1 ,15 ,2100000 
1691 ,11219 ,3 ,0 ,3720 ,52 ,1 ,15 ,1675000 
1692 ,11219 ,3 ,0 ,4225 ,57 ,1 ,15 ,1200000 
1693 ,11219 ,3 ,0 ,3600 ,23 ,1 ,15 ,1800000 
1694 ,11219 ,3 ,0 ,4396 ,67 ,1 ,15 ,1960000 
1695 ,11220 ,3 ,0 ,3016 ,52 ,1 ,15 ,1340000 
1696 ,11219 ,3 ,0 ,4080 ,37 ,1 ,15 ,1975000 
1697 ,11219 ,3 ,0 ,5160 ,92 ,1 ,15 ,2150000 
1698 ,11219 ,3 ,0 ,6300 ,47 ,1 ,15 ,900000 
1699 ,11219 ,3 ,0 ,3720 ,40 ,1 ,15 ,1500000 
1700 ,11219 ,3 ,0 ,2520 ,97 ,1 ,15 ,1700000 
1701 ,11219 ,3 ,0 ,3840 ,92 ,1 ,15 ,950000 
1702 ,11219 ,3 ,0 ,3288 ,116 ,1 ,15 ,1750000 
1703 ,11219 ,3 ,0 ,4400 ,107 ,1 ,15 ,1585000 
1704 ,11220 ,3 ,0 ,2380 ,107 ,1 ,15 ,1300000 
1705 ,11219 ,3 ,0 ,2400 ,97 ,1 ,15 ,1450000 
1706 ,11219 ,3 ,0 ,3680 ,97 ,1 ,15 ,689310 
1707 ,11219 ,3 ,0 ,2150 ,92 ,1 ,15 ,1280000 
1708 ,11219 ,3 ,0 ,2469 ,92 ,1 ,15 ,1150000 
1709 ,11219 ,3 ,0 ,4500 ,42 ,1 ,15 ,800000 
1710 ,11219 ,3 ,0 ,3900 ,37 ,1 ,15 ,983000 
1711 ,11219 ,3 ,0 ,3900 ,37 ,1 ,15 ,993000 
1712 ,11219 ,3 ,0 ,3250 ,47 ,1 ,15 ,1400000 
1713 ,11219 ,3 ,0 ,3150 ,57 ,1 ,15 ,2705000 
1714 ,11219 ,3 ,0 ,5115 ,42 ,1 ,15 ,780000 
1715 ,11219 ,3 ,0 ,2552 ,92 ,1 ,15 ,1725000 
1716 ,11219 ,3 ,0 ,2520 ,97 ,1 ,15 ,1230000 
1717 ,11219 ,3 ,0 ,2805 ,67 ,1 ,15 ,1325000 
1718 ,11204 ,3 ,0 ,2560 ,57 ,1 ,15 ,950000 
1719 ,11204 ,3 ,0 ,2842 ,87 ,1 ,15 ,1390000 
1720 ,11204 ,3 ,0 ,4347 ,87 ,1 ,15 ,1540300 
1721 ,11204 ,3 ,0 ,3400 ,62 ,1 ,15 ,999000 
1722 ,11230 ,3 ,0 ,4500 ,1 ,1 ,182 ,1725000 
1723 ,11220 ,5 ,0 ,5619 ,92 ,2 ,17 ,1130000 
1724 ,11232 ,9 ,0 ,6267 ,97 ,2 ,16 ,2000000 
1725 ,11218 ,6 ,0 ,5472 ,86 ,2 ,17 ,1300000 
1726 ,11218 ,6 ,0 ,3600 ,86 ,2 ,17 ,1650000 
1727 ,11218 ,6 ,0 ,4200 ,86 ,2 ,17 ,1450000 
1728 ,11219 ,4 ,0 ,3400 ,87 ,2 ,18 ,1070000 
1729 ,11218 ,4 ,0 ,3844 ,87 ,2 ,18 ,1800000 
1730 ,11204 ,39 ,0 ,32000 ,95 ,2 ,16 ,7900000 
1731 ,11204 ,4 ,0 ,3520 ,86 ,2 ,18 ,1975000 
1732 ,11204 ,4 ,0 ,2800 ,86 ,2 ,18 ,1300000 
1733 ,11204 ,4 ,0 ,2800 ,86 ,2 ,18 ,1350000 
1734 ,11204 ,4 ,0 ,3213 ,86 ,2 ,18 ,1500000 
1735 ,11204 ,6 ,0 ,4824 ,86 ,2 ,17 ,1200000 
1736 ,11204 ,46 ,0 ,33600 ,89 ,2 ,16 ,9350000 
1737 ,11204 ,46 ,0 ,33600 ,92 ,2 ,16 ,9350000 
1738 ,11204 ,4 ,0 ,3116 ,86 ,2 ,18 ,1565000 
1739 ,11219 ,4 ,0 ,2600 ,87 ,2 ,18 ,990000 
1740 ,11219 ,6 ,0 ,11483 ,13 ,2 ,17 ,495000 
1741 ,11219 ,20 ,0 ,17800 ,101 ,2 ,16 ,9000000 
1742 ,11219 ,4 ,0 ,3075 ,87 ,2 ,18 ,1600000 
1743 ,11219 ,4 ,0 ,2813 ,87 ,2 ,18 ,180000 
1744 ,11219 ,4 ,0 ,3600 ,87 ,2 ,18 ,1620000 
1745 ,11219 ,6 ,0 ,4800 ,87 ,2 ,17 ,945010 
1746 ,11219 ,6 ,0 ,5040 ,87 ,2 ,17 ,1650000 
1747 ,11219 ,4 ,0 ,3040 ,97 ,2 ,18 ,1425000 
1748 ,11219 ,4 ,0 ,2706 ,97 ,2 ,18 ,1650000 
1749 ,11219 ,21 ,5 ,18884 ,91 ,2 ,22 ,7500000 
1750 ,11219 ,6 ,0 ,5400 ,87 ,2 ,17 ,1530000 
1751 ,11219 ,20 ,0 ,18768 ,96 ,2 ,16 ,1500000 
1752 ,11219 ,6 ,0 ,5625 ,97 ,2 ,17 ,2060000 
1753 ,11220 ,4 ,0 ,3200 ,97 ,2 ,18 ,2080000 
1754 ,11219 ,4 ,0 ,3200 ,97 ,2 ,18 ,1300000 
1755 ,11219 ,4 ,0 ,2800 ,97 ,2 ,18 ,1180000 
1756 ,11219 ,16 ,0 ,14240 ,86 ,2 ,16 ,3800000 
1757 ,11219 ,4 ,0 ,3900 ,97 ,2 ,18 ,1300000 
1758 ,11219 ,4 ,0 ,3900 ,97 ,2 ,18 ,1300000 
1759 ,11219 ,4 ,0 ,3320 ,97 ,2 ,18 ,900000 
1760 ,11219 ,4 ,0 ,3234 ,93 ,2 ,18 ,1650000 
1761 ,11204 ,5 ,0 ,4977 ,89 ,2 ,17 ,1745000 
1762 ,11204 ,4 ,0 ,3200 ,92 ,2 ,18 ,1220000 
1763 ,11204 ,4 ,0 ,3230 ,91 ,2 ,18 ,1450000 
1764 ,11220 ,4 ,1 ,4979 ,92 ,2 ,166 ,2380000 
1765 ,11218 ,3 ,1 ,2700 ,87 ,2 ,165 ,100000 
1766 ,11219 ,3 ,1 ,3630 ,87 ,2 ,165 ,1400000 
1767 ,11219 ,5 ,1 ,3912 ,87 ,2 ,167 ,1630000 
1768 ,11219 ,3 ,2 ,4165 ,94 ,2 ,168 ,1350000 
1769 ,11219 ,3 ,1 ,5796 ,97 ,2 ,165 ,1830000 
1770 ,11220 ,3 ,1 ,3360 ,87 ,2 ,165 ,3500000 
1771 ,11219 ,0 ,3 ,2218 ,87 ,4 ,115 ,263542 
1772 ,11218 ,3 ,2 ,3163 ,86 ,4 ,93 ,790229 
1773 ,11204 ,0 ,2 ,1440 ,86 ,4 ,91 ,875000 
1774 ,11204 ,0 ,2 ,2200 ,86 ,4 ,90 ,1100000 
1775 ,11204 ,1 ,1 ,4200 ,86 ,4 ,93 ,2550000 
1776 ,11219 ,1 ,1 ,1300 ,97 ,4 ,91 ,400000 
1777 ,11219 ,0 ,3 ,3771 ,97 ,4 ,91 ,1800000 
1778 ,11219 ,1 ,3 ,4201 ,87 ,4 ,93 ,1870000 
1779 ,11219 ,0 ,3 ,2960 ,87 ,4 ,93 ,1150000 
1780 ,11220 ,4 ,2 ,8760 ,87 ,4 ,93 ,249374 
1781 ,11220 ,1 ,3 ,3240 ,86 ,4 ,93 ,4000000 
1782 ,11219 ,0 ,2 ,1305 ,86 ,4 ,90 ,2500000 
1783 ,11219 ,0 ,8 ,6250 ,78 ,4 ,90 ,5900000 
1784 ,11219 ,0 ,2 ,3967 ,86 ,4 ,57 ,1700000 
1785 ,11218 ,0 ,3 ,16017 ,87 ,4 ,36 ,6500000 
1786 ,11204 ,0 ,2 ,4300 ,86 ,4 ,36 ,300000 
1787 ,11219 ,0 ,1 ,4000 ,57 ,4 ,36 ,1350000 
1788 ,11219 ,1 ,1 ,3040 ,97 ,4 ,193 ,500000 
1789 ,11219 ,0 ,1 ,5760 ,97 ,4 ,106 ,3100000 
1790 ,11219 ,0 ,1 ,18000 ,16 ,4 ,104 ,4000000 
1791 ,11235 ,1 ,0 ,759 ,112 ,1 ,3 ,950000 
1792 ,11235 ,1 ,0 ,682 ,118 ,1 ,3 ,300000 
1793 ,11235 ,1 ,0 ,1157 ,77 ,1 ,3 ,325000 
1794 ,11235 ,1 ,0 ,2058 ,77 ,1 ,3 ,525000 
1795 ,11235 ,1 ,0 ,735 ,102 ,1 ,3 ,814000 
1796 ,11235 ,1 ,0 ,692 ,107 ,1 ,3 ,325000 
1797 ,11235 ,1 ,0 ,781 ,102 ,1 ,3 ,355000 
1798 ,11235 ,1 ,0 ,1728 ,102 ,1 ,6 ,450000 
1799 ,11235 ,1 ,0 ,736 ,102 ,1 ,3 ,450000 
1800 ,11235 ,1 ,0 ,924 ,87 ,1 ,3 ,250000 
1801 ,11235 ,1 ,0 ,924 ,87 ,1 ,3 ,540000 
1802 ,11235 ,1 ,0 ,1604 ,97 ,1 ,3 ,450000 
1803 ,11235 ,1 ,0 ,3974 ,8 ,1 ,2 ,1600000 
1804 ,11235 ,2 ,0 ,2941 ,62 ,1 ,11 ,662500 
1805 ,11235 ,2 ,0 ,1680 ,87 ,1 ,12 ,590000 
1806 ,11235 ,2 ,0 ,698 ,107 ,1 ,14 ,450000 
1807 ,11235 ,2 ,0 ,1152 ,77 ,1 ,11 ,629000 
1808 ,11235 ,2 ,0 ,1408 ,92 ,1 ,13 ,630000 
1809 ,11235 ,2 ,0 ,1408 ,92 ,1 ,13 ,510000 
1810 ,11235 ,2 ,0 ,2037 ,82 ,1 ,14 ,612319 
1811 ,11235 ,2 ,0 ,6020 ,97 ,1 ,13 ,490000 
1812 ,11235 ,2 ,0 ,924 ,87 ,1 ,13 ,735000 
1813 ,11235 ,2 ,0 ,1962 ,77 ,1 ,13 ,800000 
1814 ,11235 ,2 ,0 ,1962 ,77 ,1 ,13 ,865000 
1815 ,11235 ,2 ,0 ,1720 ,77 ,1 ,11 ,685000 
1816 ,11235 ,2 ,0 ,1962 ,87 ,1 ,13 ,790000 
1817 ,11235 ,3 ,0 ,1872 ,87 ,1 ,15 ,800000 
1818 ,11235 ,3 ,0 ,1800 ,116 ,1 ,15 ,645000 
1819 ,11235 ,3 ,0 ,2001 ,92 ,1 ,15 ,855000 
1820 ,11235 ,3 ,0 ,2916 ,97 ,1 ,15 ,615000 
1821 ,11235 ,3 ,0 ,2480 ,87 ,1 ,15 ,1100000 
1822 ,11235 ,3 ,0 ,2100 ,97 ,1 ,15 ,350000 
1823 ,11235 ,3 ,0 ,2472 ,92 ,1 ,15 ,680000 
1824 ,11235 ,3 ,0 ,2880 ,92 ,1 ,15 ,680400 
1825 ,11235 ,3 ,0 ,2280 ,97 ,1 ,15 ,810000 
1826 ,11235 ,6 ,0 ,5000 ,87 ,2 ,17 ,2550000 
1827 ,11235 ,4 ,0 ,2500 ,87 ,2 ,18 ,250023 
1828 ,11235 ,4 ,0 ,3040 ,87 ,2 ,18 ,820000 
1829 ,11235 ,6 ,0 ,6771 ,11 ,2 ,17 ,450000 
1830 ,11235 ,8 ,1 ,6624 ,82 ,2 ,22 ,2100000 
1831 ,11235 ,4 ,0 ,1728 ,85 ,2 ,18 ,1000000 
1832 ,11235 ,4 ,0 ,1680 ,86 ,2 ,18 ,465000 
1833 ,11235 ,7 ,0 ,1440 ,86 ,2 ,20 ,675000 
1834 ,11235 ,6 ,0 ,1802 ,86 ,2 ,20 ,340000 
1835 ,11235 ,4 ,0 ,2888 ,86 ,2 ,18 ,960000 
1836 ,11235 ,4 ,0 ,2964 ,86 ,2 ,18 ,820000 
1837 ,11235 ,104 ,0 ,101100 ,89 ,2 ,27 ,28500000 
1838 ,11235 ,49 ,0 ,45189 ,89 ,2 ,27 ,14250000 
1839 ,11235 ,47 ,0 ,44400 ,88 ,2 ,27 ,14250000 
1840 ,11235 ,88 ,0 ,103734 ,76 ,2 ,30 ,150000 
1841 ,11235 ,0 ,2 ,6000 ,21 ,4 ,120 ,1650000 
1842 ,11235 ,0 ,1 ,4300 ,87 ,4 ,115 ,1100000 
1843 ,11235 ,0 ,1 ,4300 ,87 ,4 ,115 ,903600 
1844 ,11235 ,0 ,1 ,16603 ,75 ,4 ,114 ,11375174 
1845 ,11235 ,0 ,5 ,2480 ,92 ,4 ,91 ,2400000 
1846 ,11235 ,0 ,1 ,4000 ,92 ,4 ,96 ,9000000 
1847 ,11201 ,1 ,0 ,2191 ,117 ,1 ,10 ,3500000 
1848 ,11201 ,1 ,0 ,3375 ,182 ,1 ,10 ,7750000 
1849 ,11201 ,1 ,0 ,1690 ,47 ,1 ,5 ,2350000 
1850 ,11201 ,1 ,0 ,4750 ,116 ,1 ,5 ,8000000 
1851 ,11201 ,1 ,0 ,3336 ,116 ,1 ,5 ,5000000 
1852 ,11201 ,2 ,0 ,4644 ,102 ,1 ,13 ,7150000 
1853 ,11201 ,2 ,0 ,1838 ,87 ,1 ,14 ,3050000 
1854 ,11201 ,2 ,0 ,3264 ,87 ,1 ,11 ,4100000 
1855 ,11201 ,2 ,0 ,3800 ,171 ,1 ,13 ,6600000 
1856 ,11201 ,2 ,0 ,3780 ,116 ,1 ,14 ,9400000 
1857 ,11201 ,2 ,0 ,2280 ,107 ,1 ,13 ,3900000 
1858 ,11201 ,8 ,0 ,4080 ,107 ,2 ,16 ,4100000 
1859 ,11201 ,9 ,2 ,7569 ,117 ,2 ,22 ,7600000 
1860 ,11201 ,5 ,0 ,6000 ,117 ,2 ,17 ,5250000 
1861 ,11201 ,5 ,0 ,4400 ,117 ,2 ,17 ,4500000 
1862 ,11201 ,14 ,1 ,11842 ,117 ,2 ,35 ,10300000 
1863 ,11201 ,29 ,0 ,41500 ,30 ,2 ,35 ,28625000 
1864 ,11201 ,5 ,1 ,6440 ,117 ,2 ,167 ,6200000 
1865 ,11201 ,3 ,2 ,6800 ,117 ,2 ,168 ,7575000 
1866 ,11201 ,6 ,2 ,7526 ,117 ,2 ,168 ,6400000 
1867 ,11201 ,1 ,1 ,3250 ,107 ,4 ,121 ,4320000 
1868 ,11201 ,74 ,0 ,36750 ,90 ,4 ,71 ,105000000 
1869 ,11212 ,1 ,0 ,1116 ,30 ,1 ,6 ,449000 
1870 ,11212 ,1 ,0 ,1116 ,30 ,1 ,6 ,264153 
1871 ,11212 ,1 ,0 ,1640 ,30 ,1 ,6 ,280000 
1872 ,11212 ,1 ,0 ,1640 ,30 ,1 ,6 ,460000 
1873 ,11212 ,1 ,0 ,1640 ,30 ,1 ,6 ,412500 
1874 ,11212 ,1 ,0 ,1116 ,30 ,1 ,6 ,390400 
1875 ,11212 ,1 ,0 ,1620 ,30 ,1 ,6 ,382500 
1876 ,11212 ,1 ,0 ,1620 ,30 ,1 ,6 ,345000 
1877 ,11212 ,1 ,0 ,1620 ,30 ,1 ,6 ,117266 
1878 ,11212 ,1 ,0 ,1340 ,30 ,1 ,6 ,135000 
1879 ,11212 ,1 ,0 ,1640 ,30 ,1 ,6 ,399000 
1880 ,11212 ,1 ,0 ,1520 ,87 ,1 ,6 ,440000 
1881 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,350000 
1882 ,11212 ,1 ,0 ,1150 ,88 ,1 ,6 ,435000 
1883 ,11212 ,1 ,0 ,1150 ,88 ,1 ,6 ,225000 
1884 ,11212 ,1 ,0 ,2008 ,97 ,1 ,10 ,420000 
1885 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,314000 
1886 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,355100 
1887 ,11212 ,1 ,1 ,1190 ,87 ,1 ,163 ,370000 
1888 ,11212 ,1 ,0 ,1400 ,87 ,1 ,6 ,168000 
1889 ,11212 ,1 ,1 ,2750 ,87 ,1 ,163 ,250000 
1890 ,11212 ,1 ,0 ,1148 ,30 ,1 ,6 ,333900 
1891 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,375000 
1892 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,380000 
1893 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,415000 
1894 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,235000 
1895 ,11212 ,1 ,0 ,1116 ,27 ,1 ,6 ,350000 
1896 ,11212 ,1 ,0 ,1116 ,27 ,1 ,6 ,375000 
1897 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,238000 
1898 ,11212 ,1 ,0 ,1148 ,32 ,1 ,6 ,372000 
1899 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,125000 
1900 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,284657 
1901 ,11212 ,1 ,0 ,1116 ,32 ,1 ,6 ,320000 
1902 ,11212 ,1 ,0 ,1128 ,31 ,1 ,6 ,330000 
1903 ,11212 ,1 ,0 ,1128 ,31 ,1 ,6 ,265000 
1904 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,425000 
1905 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,420000 
1906 ,11212 ,1 ,0 ,1148 ,30 ,1 ,6 ,190000 
1907 ,11212 ,1 ,0 ,1148 ,30 ,1 ,6 ,385000 
1908 ,11212 ,1 ,0 ,1116 ,31 ,1 ,6 ,350000 
1909 ,11212 ,1 ,0 ,1134 ,31 ,1 ,6 ,400000 
1910 ,11212 ,2 ,1 ,3750 ,87 ,1 ,164 ,1175000 
1911 ,11212 ,2 ,0 ,2280 ,97 ,1 ,11 ,500000 
1912 ,11212 ,2 ,0 ,2898 ,16 ,1 ,11 ,575000 
1913 ,11212 ,2 ,1 ,3600 ,77 ,1 ,164 ,725000 
1914 ,11212 ,2 ,0 ,1950 ,13 ,1 ,11 ,534900 
1915 ,11212 ,2 ,0 ,2360 ,87 ,1 ,11 ,600000 
1916 ,11212 ,2 ,0 ,1568 ,87 ,1 ,13 ,565000 
1917 ,11212 ,2 ,0 ,1520 ,87 ,1 ,13 ,189000 
1918 ,11212 ,2 ,0 ,1400 ,87 ,1 ,13 ,565000 
1919 ,11212 ,2 ,0 ,1520 ,87 ,1 ,13 ,599000 
1920 ,11212 ,2 ,0 ,1756 ,87 ,1 ,11 ,609000 
1921 ,11212 ,2 ,0 ,2185 ,97 ,1 ,11 ,680000 
1922 ,11212 ,2 ,0 ,2185 ,97 ,1 ,11 ,230000 
1923 ,11212 ,2 ,0 ,2160 ,87 ,1 ,11 ,550800 
1924 ,11212 ,2 ,0 ,2500 ,18 ,1 ,11 ,609000 
1925 ,11212 ,2 ,0 ,2567 ,87 ,1 ,12 ,675000 
1926 ,11212 ,2 ,0 ,2080 ,87 ,1 ,11 ,545000 
1927 ,11212 ,2 ,0 ,2080 ,87 ,1 ,11 ,520000 
1928 ,11212 ,2 ,0 ,1560 ,87 ,1 ,13 ,265200 
1929 ,11212 ,2 ,0 ,2140 ,87 ,1 ,11 ,491000 
1930 ,11212 ,2 ,0 ,2140 ,87 ,1 ,11 ,411000 
1931 ,11212 ,2 ,0 ,2280 ,21 ,1 ,12 ,452736 
1932 ,11212 ,2 ,0 ,3600 ,12 ,1 ,11 ,658000 
1933 ,11212 ,2 ,0 ,2240 ,116 ,1 ,11 ,659000 
1934 ,11212 ,2 ,0 ,2208 ,116 ,1 ,11 ,565000 
1935 ,11212 ,2 ,0 ,2240 ,118 ,1 ,11 ,165100 
1936 ,11212 ,2 ,0 ,2310 ,13 ,1 ,14 ,418100 
1937 ,11212 ,2 ,0 ,2310 ,13 ,1 ,14 ,685586 
1938 ,11212 ,2 ,0 ,2440 ,112 ,1 ,11 ,670000 
1939 ,11212 ,2 ,0 ,1944 ,116 ,1 ,11 ,215000 
1940 ,11212 ,2 ,0 ,1968 ,87 ,1 ,11 ,675000 
1941 ,11212 ,2 ,0 ,2320 ,87 ,1 ,11 ,400000 
1942 ,11212 ,2 ,0 ,2192 ,87 ,1 ,11 ,530000 
1943 ,11212 ,2 ,0 ,1840 ,87 ,1 ,11 ,365000 
1944 ,11212 ,2 ,0 ,2200 ,87 ,1 ,11 ,659000 
1945 ,11212 ,2 ,0 ,2160 ,87 ,1 ,11 ,515750 
1946 ,11212 ,2 ,0 ,2160 ,87 ,1 ,11 ,550000 
1947 ,11212 ,2 ,0 ,2112 ,87 ,1 ,11 ,400000 
1948 ,11212 ,2 ,0 ,2112 ,87 ,1 ,11 ,195000 
1949 ,11212 ,2 ,1 ,2312 ,87 ,1 ,164 ,550000 
1950 ,11212 ,2 ,0 ,1760 ,87 ,1 ,11 ,400000 
1951 ,11212 ,2 ,0 ,2016 ,87 ,1 ,11 ,640000 
1952 ,11212 ,2 ,0 ,1984 ,87 ,1 ,11 ,415000 
1953 ,11212 ,2 ,1 ,3000 ,90 ,1 ,164 ,469090 
1954 ,11212 ,2 ,1 ,2700 ,87 ,1 ,164 ,136000 
1955 ,11212 ,2 ,1 ,3642 ,87 ,1 ,164 ,752752 
1956 ,11212 ,2 ,1 ,3200 ,118 ,1 ,164 ,600000 
1957 ,11212 ,2 ,0 ,4400 ,1 ,1 ,11 ,715000 
1958 ,11212 ,3 ,0 ,2718 ,11 ,1 ,15 ,540000 
1959 ,11212 ,3 ,0 ,2718 ,11 ,1 ,15 ,674347 
1960 ,11212 ,3 ,0 ,3900 ,13 ,1 ,15 ,775000 
1961 ,11212 ,3 ,0 ,3000 ,14 ,1 ,15 ,775000 
1962 ,11212 ,3 ,0 ,3000 ,14 ,1 ,15 ,510000 
1963 ,11212 ,3 ,0 ,2090 ,107 ,1 ,15 ,580000 
1964 ,11212 ,3 ,0 ,4800 ,11 ,1 ,15 ,300000 
1965 ,11212 ,3 ,0 ,4800 ,11 ,1 ,15 ,228500 
1966 ,11212 ,3 ,0 ,3120 ,97 ,1 ,15 ,420000 
1967 ,11212 ,4 ,0 ,3116 ,87 ,2 ,18 ,390000 
1968 ,11212 ,4 ,0 ,4000 ,87 ,2 ,18 ,650000 
1969 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,243000 
1970 ,11212 ,8 ,1 ,7500 ,87 ,2 ,22 ,1600000 
1971 ,11212 ,4 ,0 ,3280 ,87 ,2 ,18 ,690000 
1972 ,11212 ,4 ,0 ,3280 ,87 ,2 ,18 ,445000 
1973 ,11212 ,7 ,0 ,3312 ,97 ,2 ,20 ,690000 
1974 ,11212 ,7 ,0 ,3312 ,97 ,2 ,20 ,125000 
1975 ,11212 ,4 ,0 ,3900 ,87 ,2 ,18 ,675000 
1976 ,11212 ,4 ,0 ,3525 ,87 ,2 ,18 ,585000 
1977 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,650000 
1978 ,11212 ,4 ,0 ,3000 ,87 ,2 ,18 ,499500 
1979 ,11212 ,4 ,0 ,3198 ,87 ,2 ,18 ,764000 
1980 ,11212 ,4 ,0 ,3120 ,87 ,2 ,18 ,700000 
1981 ,11212 ,4 ,0 ,2920 ,87 ,2 ,18 ,40000 
1982 ,11212 ,4 ,0 ,2920 ,87 ,2 ,18 ,799000 
1983 ,11212 ,4 ,0 ,3900 ,87 ,2 ,18 ,406000 
1984 ,11212 ,16 ,0 ,10450 ,87 ,2 ,16 ,2800000 
1985 ,11212 ,4 ,0 ,3520 ,87 ,2 ,18 ,615000 
1986 ,11212 ,4 ,0 ,3520 ,87 ,2 ,18 ,670000 
1987 ,11212 ,4 ,0 ,3200 ,87 ,2 ,18 ,875000 
1988 ,11212 ,4 ,0 ,3000 ,87 ,2 ,18 ,650000 
1989 ,11212 ,4 ,0 ,2952 ,87 ,2 ,18 ,675000 
1990 ,11212 ,24 ,0 ,157708 ,31 ,2 ,16 ,27531562 
1991 ,11212 ,4 ,0 ,4250 ,87 ,2 ,18 ,795000 
